,LotArea,GarageFinish,YearRemodAdd,KitchenAbvGr,LowQualFinSF,ExterCond,BsmtHalfBath,Fireplaces,CentralAir,BsmtUnfSF,GarageCars,Neighborhood_NWAmes,1stFlrSF,BsmtFinType1,GarageYrBlt
364,18800,3,1976,1,0,2,0,1,1,84,2,1,790,6,1976.0
365,10690,1,1997,1,0,3,0,0,1,216,1,0,672,3,1964.0
366,9500,2,1963,1,0,2,0,2,1,785,2,0,1394,4,1963.0
367,9150,2,1962,1,0,2,1,1,1,728,1,0,1431,6,1962.0
368,7800,3,1954,1,0,2,0,1,1,728,1,0,1268,2,1954.0
369,9830,3,2006,1,0,3,0,1,1,733,2,0,1287,5,1997.0
370,8121,2,2000,1,0,2,0,1,1,953,2,0,953,1,2000.0
371,17120,3,1959,1,0,2,0,1,1,0,2,0,1120,0,1991.0
372,7175,1,1984,1,0,2,0,0,1,0,1,0,752,5,1984.0
373,10634,1,1953,1,0,2,0,0,1,0,1,0,1319,4,1953.0
374,8200,3,2004,1,0,2,0,1,1,847,2,0,847,1,2003.0
375,10020,0,1950,1,0,1,0,0,0,333,0,0,904,4,0.0
376,8846,1,1996,1,0,2,0,0,1,572,2,0,914,6,1998.0
377,11143,2,2005,1,0,2,0,1,1,1580,2,0,1580,1,2004.0
378,11394,3,2010,1,0,2,0,1,1,411,3,0,1856,6,2010.0
379,8123,3,2000,1,0,2,0,1,1,982,2,0,1007,1,2000.0
380,5000,1,1950,1,0,2,0,1,1,808,1,0,1026,2,1924.0
381,7200,2,2006,1,0,2,0,1,1,1293,2,0,1301,1,2006.0
382,9245,2,2006,1,0,2,0,0,1,939,2,0,939,1,2006.0
383,9000,1,1950,1,0,2,0,0,0,784,2,0,784,1,1950.0
384,53107,3,1992,1,0,2,0,2,1,595,2,0,1079,6,1992.0
385,3182,3,2005,1,0,2,0,1,1,1232,2,0,1269,6,2004.0
386,8410,0,1996,1,0,1,0,0,1,658,0,0,658,1,0.0
387,7200,1,1976,1,0,2,0,1,1,410,1,0,1125,5,1977.0
388,9382,2,2000,1,0,2,0,0,1,1468,2,0,1479,1,1999.0
389,12474,3,2008,1,0,2,0,1,1,402,3,0,1742,6,2008.0
390,8405,1,1950,1,0,2,0,0,1,229,1,0,961,3,1978.0
391,12209,3,2002,1,0,2,0,1,1,114,2,0,804,5,2001.0
392,8339,2,1959,1,0,2,0,0,1,0,1,0,882,0,1959.0
393,7446,0,1950,1,0,2,0,2,1,522,0,0,788,3,0.0
394,10134,1,1950,1,0,2,0,0,1,735,1,0,735,1,1940.0
395,9571,1,1956,1,0,2,0,0,1,405,1,0,1144,4,1956.0
396,7200,2,1972,1,0,2,0,0,1,117,2,0,894,3,1985.0
397,7590,2,1962,1,0,2,0,1,1,324,1,0,876,5,1962.0
398,8967,1,1950,1,0,1,0,0,1,961,1,0,1077,1,1920.0
399,8125,3,2007,1,0,2,0,0,1,280,2,0,1112,6,2007.0
400,14963,3,1996,1,0,2,0,2,1,474,2,0,1288,6,1996.0
401,8767,3,2005,1,0,2,0,1,1,1286,2,0,1310,6,2005.0
402,10200,1,1997,1,0,2,0,0,1,672,1,0,672,1,1940.0
403,12090,3,1998,1,0,2,0,1,1,1141,2,0,1165,1,1998.0
404,10364,3,1996,1,0,2,0,1,1,806,2,0,806,1,1995.0
405,9991,1,1993,1,0,2,0,1,1,165,2,0,1620,4,1993.0
406,10480,1,1950,1,473,2,0,0,1,1064,1,0,1166,1,1936.0
407,15576,1,1976,1,0,2,0,0,1,840,1,0,840,1,1960.0
408,14154,2,2006,1,0,2,0,1,1,1063,3,0,1071,1,2006.0
409,10800,3,2008,1,0,2,0,1,1,245,3,0,1050,6,2008.0
410,9571,1,1958,1,0,1,0,0,1,1276,1,0,1276,1,1958.0
411,34650,3,1955,1,0,2,0,0,0,0,2,0,1056,3,1955.0
412,4403,3,2009,1,0,2,0,1,1,892,2,0,1478,6,2009.0
413,8960,1,1950,1,0,2,0,1,1,1008,2,0,1028,1,1927.0
414,11228,1,1993,1,0,2,1,1,1,499,3,0,1080,4,1993.0
415,8899,3,2007,1,0,2,0,0,1,1316,2,0,1340,6,2007.0
416,7844,3,1978,1,0,2,0,1,1,463,2,0,672,5,1978.0
417,22420,1,1950,1,0,2,0,1,0,242,3,0,1370,4,1918.0
418,8160,1,1950,1,0,2,0,0,0,444,1,0,756,5,1940.0
419,8450,1,1968,1,0,2,0,1,1,281,1,0,1056,4,1968.0
420,7060,3,1998,2,0,3,0,0,1,35,4,0,1344,6,1997.0
421,16635,3,2000,1,0,2,1,1,1,356,2,1,1602,5,1977.0
422,21750,2,1954,1,0,2,0,0,1,988,2,0,988,1,1954.0
423,9200,3,1998,1,0,2,0,1,1,484,3,0,1470,6,1998.0
424,9000,2,1956,1,0,2,0,1,1,580,1,0,1196,2,1956.0
425,3378,1,1992,1,0,3,0,2,1,651,1,0,707,1,1947.0
426,12800,3,1989,1,0,2,1,1,1,0,2,0,1644,6,1989.0
427,8593,1,1957,1,0,2,0,0,1,619,1,0,907,3,1964.0
428,6762,2,2007,1,0,2,0,0,1,544,2,0,1208,6,2007.0
429,11457,1,1988,1,0,2,0,1,1,387,2,0,1412,6,1988.0
430,1680,1,1971,1,0,2,0,0,1,96,1,0,483,5,1971.0
431,5586,0,1998,1,0,2,0,0,1,901,0,0,1088,1,0.0
432,1920,1,1971,1,0,2,0,0,1,294,2,0,765,5,1971.0
433,10839,3,1998,1,0,2,0,1,1,926,2,0,926,1,1997.0
434,1890,0,1972,1,0,3,0,0,1,135,0,0,630,5,0.0
435,10667,2,1996,1,0,2,0,1,1,70,2,0,827,6,1996.0
436,4400,1,1950,1,0,2,0,0,1,648,2,0,734,1,1990.0
437,6000,1,2004,1,0,2,0,0,1,884,1,0,904,1,1926.0
438,4280,1,2002,1,0,2,0,1,0,75,1,0,694,2,1990.0
439,12354,1,2000,1,0,2,0,0,1,684,2,0,684,1,2005.0
440,15431,3,2008,1,0,2,0,2,1,788,3,0,2402,6,2008.0
441,12108,0,1955,2,0,2,0,0,0,1307,0,0,1440,5,0.0
442,6240,1,1992,1,0,2,0,1,1,1078,2,0,1128,1,1930.0
443,3922,3,2007,1,0,2,0,1,1,1258,3,0,1258,1,2007.0
444,8750,1,1995,1,0,3,0,1,1,273,2,0,933,6,1994.0
445,9855,1,1956,1,0,2,0,1,1,1436,2,0,1689,1,1956.0
446,16492,3,2002,1,0,2,0,1,1,557,2,0,1888,5,1966.0
447,11214,3,1999,1,0,2,0,1,1,930,2,0,956,1,1998.0
448,8600,1,1950,1,0,2,0,1,1,780,1,0,780,1,1937.0
449,6000,1,2002,1,0,3,0,0,1,318,1,0,679,5,1981.0
450,5684,1,2005,1,0,2,0,0,1,813,1,0,813,1,1932.0
451,70761,1,1975,1,0,2,0,2,1,878,2,0,1533,5,1975.0
452,9303,3,1997,1,0,2,0,0,1,130,2,0,888,5,1996.0
453,9000,2,2008,1,0,2,0,0,1,768,2,0,786,1,2008.0
454,9297,1,1976,2,0,2,0,0,1,122,2,0,1728,5,1976.0
455,9600,1,1973,1,0,2,0,1,1,326,2,1,1242,5,1973.0
456,4571,1,1950,1,0,2,0,0,0,624,3,0,624,1,1916.0
457,53227,3,1994,1,0,2,0,2,1,248,2,0,1663,4,1954.0
458,5100,1,1996,1,0,3,0,1,1,588,1,0,833,1,1925.0
459,7015,1,1950,1,0,2,0,1,1,524,1,0,979,2,1950.0
460,8004,3,2009,1,0,2,0,0,1,288,2,0,832,6,2009.0
461,7200,2,2007,1,0,3,0,0,1,0,2,0,575,5,1971.0
462,8281,1,1965,1,0,2,0,1,1,0,1,0,864,3,1965.0
463,11988,1,1995,1,0,2,0,1,1,389,1,0,849,2,1939.0
464,8430,0,1978,1,0,2,0,0,1,424,0,0,1040,3,0.0
465,3072,3,2004,1,0,2,0,1,1,1375,2,0,1414,1,2004.0
466,10628,1,1970,1,0,3,0,1,1,499,2,0,1277,6,1970.0
467,9480,1,1995,1,0,2,0,2,1,342,1,0,888,2,1942.0
468,11428,2,2006,1,0,2,0,1,1,1626,3,0,1634,1,2006.0
469,9291,2,1993,1,0,2,0,0,1,406,2,0,832,6,1993.0
470,6820,2,1985,1,0,2,0,0,1,0,2,0,1502,6,1985.0
471,11952,2,1977,1,0,2,0,1,1,808,2,1,1161,1,1977.0
472,3675,2,2005,1,0,2,0,0,1,88,2,0,1072,6,2005.0
473,14977,2,2007,1,0,2,0,1,1,626,3,0,1976,6,2006.0
474,5330,2,2000,1,0,2,0,0,1,298,2,0,1652,6,2000.0
475,8480,1,1963,1,0,2,0,0,1,340,2,0,970,6,1996.0
476,13125,3,1998,1,0,2,0,1,1,484,2,0,1493,6,1997.0
477,13693,3,2006,1,0,2,0,1,1,2153,3,0,2069,1,2006.0
478,10637,2,2008,1,0,2,0,1,1,417,3,0,1718,6,2007.0
479,5925,1,2000,1,0,2,0,0,1,739,2,0,1131,3,1995.0
480,16033,3,2005,1,0,2,0,1,1,572,3,0,1850,6,2004.0
481,11846,3,2004,1,0,2,0,1,1,225,3,0,1792,6,2003.0
482,2500,1,2005,1,0,2,0,1,1,611,1,0,916,5,1915.0
483,4500,1,1998,1,0,2,0,0,1,319,2,0,1216,6,1998.0
484,7758,1,2001,1,0,3,0,0,1,411,1,0,999,5,1963.0
485,9600,1,2007,1,0,2,0,1,1,506,1,0,1113,5,1950.0
486,10289,2,1965,1,0,2,0,0,1,237,2,0,1073,5,1965.0
487,12243,1,1971,1,0,2,0,1,1,486,2,1,1484,5,1971.0
488,10800,1,1970,2,0,1,0,1,0,290,2,0,1766,4,1970.0
489,1526,1,2002,1,0,3,0,0,1,115,1,0,630,6,1970.0
490,2665,3,1976,1,0,2,0,1,1,264,1,0,616,1,1976.0
491,9490,1,1950,1,0,2,0,2,1,238,1,0,958,4,1941.0
492,15578,2,2006,1,0,2,0,0,1,728,2,0,728,1,2006.0
493,7931,1,1960,1,0,2,0,1,1,363,1,0,1269,4,1964.0
494,5784,1,1996,1,0,2,0,0,1,190,1,0,886,1,1938.0
495,7879,0,1950,1,0,2,0,0,0,225,0,0,720,3,0.0
496,12692,2,1993,1,0,2,0,1,1,1969,2,0,3228,6,1992.0
497,9120,1,1950,1,0,3,0,0,1,697,1,0,1133,3,1925.0
498,7800,3,2004,1,0,2,0,0,1,414,1,0,899,5,1967.0
499,7535,3,1985,1,0,2,1,0,1,522,1,0,912,4,1958.0
500,1890,1,1973,1,0,2,0,0,1,316,1,0,672,4,1973.0
501,9803,2,2005,1,0,2,0,0,1,466,2,0,866,6,2005.0
502,9170,1,1965,1,0,2,0,0,1,420,2,0,1214,5,1965.0
503,15602,3,1997,1,0,2,0,2,1,254,2,0,1801,5,1959.0
504,2308,1,1974,1,0,2,1,1,1,103,2,0,855,5,1974.0
505,7596,1,1952,2,0,2,0,0,1,960,2,0,960,1,1952.0
506,9554,2,1994,1,0,2,0,1,1,397,2,0,1065,6,1993.0
507,7862,3,2009,1,0,2,0,0,1,1191,2,0,1218,6,2009.0
508,9600,1,2005,1,0,4,0,1,1,548,2,0,689,3,1928.0
509,9600,2,1959,1,0,2,0,0,1,50,1,0,1041,5,1959.0
510,14559,1,2000,1,0,2,0,2,1,178,1,0,1363,4,1951.0
511,6792,2,2006,1,0,2,0,1,1,1368,2,0,1368,1,2005.0
512,9100,1,1958,1,0,2,0,0,1,169,2,0,864,4,1964.0
513,9187,1,1983,1,0,3,0,0,1,748,2,0,1080,5,1983.0
514,10594,1,1950,1,0,2,0,0,0,768,1,0,789,1,1926.0
515,12220,3,2009,1,0,2,0,1,1,570,3,0,2020,6,2009.0
516,10448,2,1972,1,0,2,0,1,1,689,2,1,1378,1,1972.0
517,10208,2,1997,1,0,2,0,1,1,1264,3,0,1277,1,1996.0
518,9531,2,1998,1,0,2,0,0,1,88,2,0,882,6,1998.0
519,10918,1,2004,1,0,2,0,2,1,1276,1,0,1276,1,1926.0
520,10800,0,2000,2,0,2,0,0,0,0,0,0,694,0,0.0
521,11988,1,1957,1,0,2,0,2,1,467,1,0,1244,3,1957.0
522,5000,1,1950,1,0,3,0,2,1,605,2,0,1004,5,1950.0
523,40094,3,2008,1,0,2,0,1,1,878,3,0,3138,6,2007.0
524,11787,3,1997,1,0,2,0,1,1,660,3,0,1383,6,1996.0
525,7500,1,2005,1,0,2,0,1,1,1257,2,0,1266,1,2005.0
526,13300,1,2000,1,0,2,0,0,1,551,1,0,928,3,1956.0
527,14948,3,2008,1,0,2,0,1,1,122,3,0,1476,6,2008.0
528,9098,0,2002,1,0,2,0,0,1,180,0,0,605,5,0.0
529,32668,2,1975,2,0,2,0,2,1,816,2,0,2515,3,1975.0
530,10200,2,1989,1,0,2,0,1,1,678,2,0,1509,6,1988.0
531,6155,3,1999,1,0,2,0,0,1,611,2,0,751,1,1920.0
532,7200,1,2007,1,0,2,0,1,1,0,1,0,827,0,1967.0
533,5000,0,1950,1,0,1,0,0,0,0,0,0,334,0,0.0
534,9056,3,2004,1,0,2,0,1,1,707,2,0,707,1,2004.0
535,7000,0,1991,1,0,2,0,0,1,148,0,0,820,6,0.0
536,8924,3,1999,1,0,2,0,0,1,880,2,0,880,1,1998.0
537,12735,1,1972,1,0,2,0,0,1,264,2,0,864,4,1980.0
538,11553,1,1968,1,0,2,0,1,1,378,1,0,1159,4,1968.0
539,11423,2,2002,1,0,2,0,1,1,223,2,0,1601,6,2001.0
540,14601,3,2006,1,0,2,0,1,1,578,3,0,1838,6,2006.0
541,11000,3,2000,1,0,2,0,1,1,969,3,0,997,1,2000.0
542,10140,3,1999,1,0,2,0,1,1,379,2,1,1680,2,1998.0
543,4058,3,1998,1,0,2,0,0,1,0,1,0,767,6,1998.0
544,17104,2,2006,1,0,2,0,1,1,100,2,0,664,6,2006.0
545,13837,1,1988,1,0,3,0,0,1,0,3,1,1377,6,1988.0
546,8737,1,1950,1,0,2,0,1,1,765,2,0,915,3,1950.0
547,7244,1,1970,1,0,3,0,0,1,149,2,0,768,5,1987.0
548,8235,2,1995,1,0,3,0,0,1,0,2,0,825,2,1963.0
549,9375,3,2004,1,0,2,0,1,1,912,2,0,912,1,2003.0
550,4043,2,1977,1,0,2,0,0,1,510,2,0,1069,5,1977.0
551,6000,3,1957,1,0,2,0,0,1,620,1,0,928,3,1957.0
552,11146,2,2006,1,0,2,0,1,1,1709,3,0,1717,1,2006.0
553,8777,3,2003,1,0,2,0,0,1,0,2,0,1126,0,2002.0
554,10625,2,2004,1,0,2,0,1,1,132,3,0,1006,6,2003.0
555,6380,1,1950,1,0,2,0,1,1,993,1,0,1048,1,1922.0
556,14850,3,1957,1,0,2,0,1,1,197,1,0,1092,3,1957.0
557,11040,1,1950,1,0,2,0,0,1,0,1,0,897,3,1994.0
558,21872,1,1997,1,0,2,1,1,1,125,2,0,729,6,1996.0
559,3196,3,2004,1,0,2,0,1,1,1374,2,0,1557,1,2003.0
560,11341,1,1996,1,0,2,0,1,1,90,2,0,1392,5,1957.0
561,10010,2,1975,1,0,2,0,1,1,195,2,0,1389,5,1975.0
562,13907,0,1969,1,0,2,0,1,1,706,0,0,996,4,0.0
563,21780,3,1950,1,0,2,0,1,1,1163,2,0,1163,1,1955.0
564,13346,2,2000,1,0,2,0,1,1,367,2,0,1166,6,1992.0
565,6858,1,1950,1,0,2,0,0,0,806,1,0,841,1,1920.0
566,11198,3,2007,1,0,2,0,1,1,1122,3,0,1134,1,2005.0
567,10171,2,2004,1,0,2,0,0,1,1515,2,0,1535,6,2004.0
568,12327,3,2009,1,0,2,0,1,1,55,2,0,1496,6,1983.0
569,7032,1,1979,1,0,2,0,2,1,0,2,0,943,6,1979.0
570,13101,1,1965,2,0,2,0,0,1,1497,2,0,1728,2,1987.0
571,7332,1,1959,1,0,2,0,0,1,450,1,0,864,4,1959.0
572,13159,2,2009,1,0,2,0,0,1,846,2,0,846,1,2009.0
573,9967,2,2000,1,0,2,0,1,1,384,2,0,774,1,2000.0
574,10500,1,2005,1,0,2,1,0,1,23,1,0,576,5,1971.0
575,8480,1,1950,1,0,2,0,0,1,390,1,0,832,3,1947.0
576,6292,1,1950,1,0,2,1,1,1,861,1,0,877,1,1928.0
577,11777,2,1966,1,0,2,0,2,1,285,2,0,1320,2,1966.0
578,3604,1,2007,1,0,2,0,0,1,689,2,0,703,1,2007.0
579,12150,1,1954,1,0,2,0,0,0,1050,1,0,1050,1,1954.0
580,14585,1,1987,1,0,2,1,2,1,331,2,0,1429,4,1960.0
581,12704,2,2009,1,0,2,0,1,1,2042,3,0,2042,1,2009.0
582,11841,0,1990,1,0,3,0,0,1,0,0,0,816,6,0.0
583,13500,1,2000,1,0,4,0,1,1,1237,2,0,1521,1,1988.0
584,6120,1,1995,1,0,2,0,0,1,884,1,0,989,1,1935.0
585,11443,2,2006,1,0,2,0,2,1,408,3,0,2028,6,2005.0
586,10267,3,2000,1,0,3,0,0,1,0,1,0,838,3,1961.0
587,8740,1,1982,1,0,2,0,0,1,168,2,0,860,5,1996.0
588,25095,1,2003,1,0,2,0,2,1,113,1,0,1473,6,1968.0
589,9100,1,1960,1,156,2,0,0,1,742,1,0,779,1,1988.0
590,8320,2,2004,1,0,2,0,0,1,280,2,0,770,6,2004.0
591,13478,2,2008,1,0,2,0,1,1,384,3,0,1728,6,2008.0
592,6600,3,2003,1,0,3,0,0,1,0,2,0,816,6,1985.0
593,4435,3,2003,1,0,2,0,0,1,163,2,0,848,6,2003.0
594,7990,1,1975,1,0,2,0,0,1,924,1,0,924,1,1981.0
595,11302,3,2006,1,0,2,0,1,1,392,3,0,1826,6,2005.0
596,3600,1,1993,1,0,2,0,0,0,684,1,0,684,1,1930.0
597,3922,3,2007,1,0,2,2,1,1,1258,3,0,1402,1,2006.0
598,12984,3,1977,1,0,2,0,1,1,0,2,0,1647,5,1977.0
599,1950,3,1980,1,0,3,0,1,1,23,2,0,716,2,1980.0
600,10927,3,2005,1,0,2,0,1,1,512,2,0,1058,6,2003.0
601,9000,1,1950,1,0,3,0,1,1,780,1,0,780,1,1979.0
602,10041,3,1992,1,0,2,0,1,1,119,2,0,927,6,1992.0
603,3182,2,2005,1,0,2,0,0,1,600,2,0,600,1,2004.0
604,12803,2,2002,1,0,2,0,1,1,572,2,0,1494,6,2002.0
605,13600,1,1990,1,0,2,0,3,1,314,2,0,1186,4,1965.0
606,12464,1,1996,1,0,3,0,0,1,308,2,0,1040,6,2000.0
607,7800,1,2002,1,0,3,0,0,1,293,1,0,1112,6,1948.0
608,12168,1,1998,1,0,2,0,2,1,537,2,0,1940,4,1934.0
609,7943,1,1961,1,0,1,0,0,1,126,1,0,1029,3,1961.0
610,11050,3,2000,1,0,2,0,2,1,536,3,0,1476,6,2000.0
611,10395,1,1978,1,0,2,1,1,1,427,2,1,1032,5,1978.0
612,11885,2,2001,1,0,2,0,1,1,309,2,0,1299,6,2001.0
613,8402,0,2007,1,0,2,0,0,1,914,0,0,1120,5,0.0
614,1491,0,1972,1,0,2,0,0,1,0,0,0,630,2,0.0
615,8800,2,1963,1,0,3,0,0,1,173,2,0,1054,6,1963.0
616,7861,3,2003,1,0,2,0,1,1,326,2,0,807,6,2002.0
617,7227,1,1954,1,0,2,0,0,1,832,2,0,832,1,1962.0
618,11694,1,2007,1,0,2,0,1,1,1774,3,0,1828,6,2007.0
619,12244,3,2003,1,0,2,0,2,1,611,3,0,1482,6,2003.0
620,8248,0,1950,1,0,2,0,0,0,823,0,0,864,4,0.0
621,10800,2,1997,1,0,2,0,1,1,384,2,1,1548,5,1974.0
622,7064,1,1977,1,0,2,0,0,1,420,2,0,980,4,1986.0
623,2117,1,2000,1,0,2,0,1,1,336,2,0,756,6,2000.0
624,10400,2,1972,1,0,2,0,1,1,485,2,1,1012,3,1972.0
625,10000,1,1962,1,0,2,0,0,1,1116,2,0,1116,1,1962.0
626,12342,2,1978,1,0,2,0,1,1,978,1,0,1422,1,1960.0
627,9600,2,1972,1,0,2,0,2,1,350,1,0,1520,4,1955.0
628,11606,1,1969,1,0,2,1,2,1,390,2,0,1040,3,1969.0
629,9020,2,1964,1,0,2,0,0,1,288,2,0,1350,6,1964.0
630,9000,1,1991,1,0,2,0,0,1,636,1,0,1089,1,1937.0
631,4590,2,2006,1,0,2,0,1,1,1530,2,0,1554,6,2006.0
632,11900,3,1977,1,0,3,0,1,1,564,2,1,1411,5,1977.0
633,9250,1,2005,1,0,2,1,0,1,108,1,0,1056,4,1954.0
634,6979,1,1980,2,0,2,0,0,1,0,2,0,1056,6,1980.0
635,10896,0,1995,2,515,2,0,0,1,1184,0,0,1440,2,0.0
636,6120,0,1950,1,0,1,0,1,0,264,0,0,800,1,0.0
637,6000,1,1954,2,0,2,0,0,1,811,1,0,811,1,1954.0
638,8777,0,1950,1,0,2,0,0,1,796,0,0,796,1,0.0
639,3982,3,2006,1,0,2,0,1,1,366,3,0,1567,6,2006.0
640,12677,2,2004,1,0,2,0,1,1,300,2,0,1518,6,2003.0
641,7050,3,2001,1,0,2,0,1,1,319,2,0,1057,6,2001.0
642,13860,3,1995,1,0,2,0,3,1,542,2,0,2000,6,1972.0
643,10793,3,1969,1,0,2,0,0,1,0,2,1,780,3,1969.0
644,9187,3,2009,1,0,2,0,1,1,645,3,0,1766,6,2009.0
645,10530,1,1971,1,0,2,0,0,1,664,2,0,981,5,1979.0
646,7200,1,1950,1,0,2,0,0,1,0,2,0,1048,0,1950.0
647,10452,2,1953,1,0,2,0,2,1,594,2,0,1094,3,1953.0
648,7700,1,1966,1,0,2,0,1,1,756,2,0,1051,1,1966.0
649,1936,0,1970,1,0,2,0,0,1,0,0,0,630,4,0.0
650,8125,2,2007,1,0,2,0,0,1,813,2,0,822,1,2007.0
651,9084,1,1950,1,0,2,0,1,1,755,1,0,755,1,1940.0
652,8750,2,1996,1,0,2,0,1,1,880,2,0,909,1,1996.0
653,10320,1,1995,1,0,2,0,0,1,756,1,0,756,1,1906.0
654,10437,3,1995,1,0,3,0,1,1,413,3,0,2113,6,1995.0
655,1680,1,1971,1,0,2,0,0,1,525,1,0,525,1,1971.0
656,10007,2,2006,1,0,2,0,0,1,247,1,0,1053,5,1959.0
657,7200,2,2000,1,0,1,0,1,1,776,1,0,851,1,1931.0
658,17503,1,1950,1,0,2,1,1,1,912,1,0,912,1,1948.0
659,9937,3,1999,1,0,3,0,0,1,849,2,0,1486,4,1968.0
660,12384,2,1976,1,0,2,0,1,1,793,2,1,1142,1,1976.0
661,46589,2,2005,1,0,2,0,1,1,88,3,0,1686,6,1994.0
662,13560,2,1968,1,0,2,0,2,1,1392,2,0,1392,1,1968.0
663,10012,2,1972,1,0,2,0,0,1,38,2,0,1181,4,1974.0
664,20896,3,2006,1,0,2,0,1,1,356,3,0,2097,6,2005.0
665,11194,2,2000,1,0,2,0,1,1,1406,2,0,1454,1,2000.0
666,18450,1,1979,1,0,3,0,1,1,111,2,0,1465,2,1965.0
667,8125,2,1998,1,0,2,0,1,1,270,2,0,1679,6,1994.0
668,14175,1,1987,1,0,2,0,1,1,200,2,0,1437,3,1999.0
669,11600,1,1950,1,0,2,0,1,1,700,1,0,1180,1,1922.0
670,8633,3,2005,1,0,2,0,0,1,545,2,0,738,6,2005.0
671,6629,1,1950,1,0,3,0,0,0,121,1,0,697,4,1930.0
672,11250,2,1977,1,0,2,0,1,1,441,2,0,1208,5,1977.0
673,14442,3,2004,1,0,2,0,2,1,291,2,0,1839,6,1957.0
674,9200,2,1965,1,0,2,0,1,1,244,1,0,1136,3,1965.0
675,2289,1,1978,1,0,2,0,1,1,544,2,0,855,5,1978.0
676,9600,1,1950,2,0,2,0,0,0,1095,3,0,1095,1,1920.0
677,9022,1,2006,1,0,2,0,0,1,768,1,0,792,1,1924.0
678,11844,3,2008,1,0,2,0,1,1,2046,3,0,2046,1,2008.0
679,9945,1,1961,1,0,2,0,0,1,161,2,0,988,3,1963.0
680,8012,2,1980,1,0,2,0,1,1,261,1,0,923,4,1980.0
681,4500,1,2000,1,0,2,0,0,1,611,1,0,848,3,1968.0
682,2887,1,1997,1,0,2,0,1,1,288,2,0,1291,6,1996.0
683,11248,3,2002,1,0,2,0,1,1,567,3,0,1668,6,2002.0
684,16770,3,1998,1,0,2,0,0,1,1195,2,0,1195,1,1998.0
685,5062,3,1984,1,0,2,0,1,1,180,2,0,1190,6,1984.0
686,10207,3,2007,1,0,2,0,0,1,874,2,0,874,1,2007.0
687,5105,1,2004,1,0,2,0,0,1,312,2,0,551,6,2004.0
688,8089,2,2007,1,0,2,0,1,1,474,2,0,1419,6,2007.0
689,7577,2,2006,1,0,2,0,1,1,1342,2,0,1362,5,2005.0
690,4426,2,2004,1,0,2,0,1,1,151,2,0,848,6,2004.0
691,21535,3,1995,1,0,2,1,2,1,989,3,0,2444,6,1994.0
692,26178,2,1990,1,0,2,0,2,1,245,2,0,1238,6,1989.0
693,5400,1,1968,1,0,2,0,0,1,1073,1,0,1073,1,1968.0
694,6120,1,1950,1,0,1,0,0,1,927,2,0,1067,1,1995.0
695,13811,1,1987,1,0,2,0,1,1,92,2,0,1137,6,1987.0
696,6000,1,1950,1,0,2,0,0,1,0,1,0,616,2,1921.0
697,6420,1,1952,1,0,2,1,0,1,219,1,0,1148,2,1952.0
698,8450,1,2009,1,0,3,0,1,1,224,1,0,894,6,1973.0
699,4282,2,2004,1,0,2,0,0,1,1375,2,0,1391,6,2004.0
700,14331,3,2002,1,0,2,0,1,1,526,3,0,1800,6,2002.0
701,9600,1,1969,1,0,2,0,0,1,1164,2,1,1164,1,1969.0
702,12438,3,2006,1,0,2,0,1,1,1234,3,0,1264,1,2006.0
703,7630,1,1996,2,0,3,0,1,1,360,2,0,1032,1,1999.0
704,8400,2,2005,1,0,2,0,0,1,761,2,0,1484,6,2004.0
705,5600,0,1950,2,0,1,0,0,0,0,0,0,372,0,0.0
706,115149,1,2002,1,0,2,0,2,1,424,2,0,1824,6,1971.0
707,6240,3,2006,1,0,2,0,1,1,461,2,0,1324,6,2006.0
708,9018,3,2007,1,0,2,0,1,1,728,2,0,728,1,2007.0
709,7162,1,1966,1,0,2,0,0,1,876,1,0,904,1,1966.0
710,4130,0,2003,1,0,2,0,0,1,270,0,0,729,1,0.0
711,8712,2,1950,1,0,2,0,0,1,859,1,0,859,1,1964.0
712,4671,3,1989,1,0,2,0,1,1,461,2,0,1228,6,1988.0
713,9873,1,1970,1,0,2,0,0,0,171,2,0,960,5,1970.0
714,13517,2,2005,1,0,2,0,0,1,192,2,0,725,6,1976.0
715,10140,2,1974,1,0,2,0,1,1,1064,2,1,1350,1,1974.0
716,10800,1,1998,1,0,3,0,0,1,718,2,0,1576,1,1996.0
717,10000,1,2000,1,0,2,1,1,1,92,2,1,1178,4,1973.0
718,10542,2,1994,1,0,2,0,1,1,138,3,0,1325,6,1993.0
719,9920,1,1969,1,0,2,0,1,1,448,1,0,971,5,1969.0
720,6563,2,1985,1,0,2,0,1,1,594,2,0,1742,6,1985.0
721,4426,2,2004,1,0,2,0,0,1,186,2,0,848,6,2004.0
722,8120,1,1970,1,0,3,0,0,1,673,2,0,864,5,1994.0
723,8172,1,1972,1,0,2,0,0,1,941,1,0,997,1,1958.0
724,13286,3,2008,1,0,2,0,1,1,464,3,0,1698,6,2007.0
725,6960,1,1970,1,0,2,0,0,1,250,2,0,864,5,1989.0
726,21695,3,2007,1,0,3,0,1,1,72,2,0,1680,6,1988.0
727,7314,2,2007,1,0,2,0,0,1,508,2,0,1232,6,2007.0
728,11475,1,1958,2,0,2,0,0,1,1584,3,0,1776,1,1968.0
729,6240,1,1950,1,360,2,0,0,1,628,2,0,848,4,1962.0
730,5389,2,1996,1,0,2,0,1,1,415,2,0,1616,6,1995.0
731,9590,3,2003,1,0,2,0,1,1,82,2,0,1146,6,2003.0
