Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,MoSold,MSZoning_RL,Neighborhood_Crawfor,MasVnrArea_209.0,MasVnrArea_428.0,SalePrice
385,0.0,53107.0,6.0,5.0,1992.0,1992.0,3.0,4.0,3.0,3.0,6.0,985.0,1580.0,1.0,1079.0,874.0,1953.0,3.0,2.0,2.0,5.0,1992.0,3.0,2.0,501.0,231.0,6.0,1.0,0.0,0.0,0.0,240000
386,43.0,3182.0,8.0,5.0,2004.0,2005.0,3.0,4.0,3.0,1.0,6.0,24.0,1256.0,1.0,1269.0,0.0,1269.0,3.0,1.0,3.0,5.0,2004.0,3.0,2.0,430.0,20.0,4.0,1.0,0.0,0.0,0.0,192000
387,58.0,8410.0,5.0,3.0,1910.0,1996.0,2.0,3.0,3.0,1.0,1.0,0.0,658.0,1.0,658.0,526.0,1184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,5.0,1.0,0.0,0.0,0.0,81000
388,72.0,7200.0,6.0,6.0,1976.0,1976.0,2.0,3.0,3.0,3.0,5.0,631.0,1041.0,1.0,1125.0,0.0,1125.0,2.0,1.0,2.0,2.0,1977.0,1.0,1.0,352.0,0.0,10.0,1.0,0.0,0.0,0.0,125000
389,93.0,9382.0,7.0,5.0,1999.0,2000.0,3.0,4.0,3.0,1.0,1.0,0.0,1468.0,1.0,1479.0,0.0,1479.0,3.0,0.0,0.0,5.0,1999.0,2.0,2.0,577.0,25.0,7.0,1.0,0.0,0.0,0.0,191000
390,96.0,12474.0,10.0,5.0,2007.0,2008.0,4.0,5.0,3.0,3.0,6.0,1280.0,1682.0,1.0,1742.0,590.0,2332.0,4.0,1.0,5.0,6.0,2008.0,3.0,3.0,846.0,134.0,8.0,1.0,0.0,0.0,0.0,426000
391,50.0,8405.0,5.0,8.0,1900.0,1950.0,2.0,3.0,4.0,1.0,3.0,241.0,861.0,1.0,961.0,406.0,1367.0,2.0,0.0,0.0,2.0,1978.0,1.0,1.0,384.0,130.0,4.0,1.0,0.0,0.0,0.0,119000
392,71.0,12209.0,6.0,5.0,2001.0,2002.0,2.0,5.0,3.0,1.0,5.0,690.0,804.0,1.0,804.0,1157.0,1961.0,3.0,1.0,3.0,6.0,2001.0,3.0,2.0,560.0,192.0,6.0,1.0,0.0,0.0,0.0,215000
393,0.0,8339.0,5.0,7.0,1959.0,1959.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,882.0,0.0,882.0,2.0,0.0,0.0,5.0,1959.0,2.0,1.0,294.0,0.0,7.0,1.0,0.0,0.0,0.0,106500
394,0.0,7446.0,4.0,5.0,1941.0,1950.0,2.0,3.0,3.0,1.0,3.0,266.0,788.0,1.0,788.0,0.0,788.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,100000
395,60.0,10134.0,5.0,6.0,1940.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,735.0,1.0,735.0,299.0,1034.0,2.0,0.0,0.0,2.0,1940.0,1.0,1.0,240.0,39.0,7.0,1.0,0.0,0.0,0.0,109000
396,68.0,9571.0,5.0,6.0,1956.0,1956.0,2.0,3.0,3.0,3.0,4.0,739.0,1144.0,1.0,1144.0,0.0,1144.0,2.0,0.0,0.0,5.0,1956.0,1.0,1.0,596.0,0.0,6.0,1.0,0.0,0.0,0.0,129000
397,60.0,7200.0,5.0,5.0,1972.0,1972.0,2.0,3.0,3.0,3.0,3.0,777.0,894.0,1.0,894.0,0.0,894.0,2.0,0.0,0.0,2.0,1985.0,2.0,2.0,600.0,0.0,9.0,1.0,0.0,0.0,0.0,123000
398,69.0,7590.0,5.0,5.0,1962.0,1962.0,2.0,3.0,3.0,1.0,5.0,540.0,864.0,1.0,876.0,936.0,1812.0,2.0,1.0,3.0,5.0,1962.0,2.0,1.0,264.0,168.0,7.0,1.0,0.0,0.0,0.0,169500
399,60.0,8967.0,5.0,2.0,1920.0,1950.0,2.0,2.0,1.0,1.0,1.0,0.0,961.0,1.0,1077.0,0.0,1077.0,2.0,0.0,0.0,2.0,1920.0,1.0,1.0,338.0,0.0,11.0,0.0,0.0,0.0,0.0,67000
400,65.0,8125.0,7.0,5.0,2006.0,2007.0,3.0,4.0,3.0,1.0,6.0,812.0,1092.0,1.0,1112.0,438.0,1550.0,3.0,0.0,0.0,5.0,2007.0,3.0,2.0,438.0,168.0,10.0,0.0,0.0,0.0,0.0,241000
401,38.0,14963.0,8.0,5.0,1996.0,1996.0,3.0,4.0,3.0,1.0,6.0,786.0,1260.0,1.0,1288.0,0.0,1288.0,4.0,2.0,4.0,5.0,1996.0,3.0,2.0,500.0,30.0,12.0,1.0,0.0,0.0,0.0,245500
402,65.0,8767.0,7.0,5.0,2005.0,2005.0,3.0,4.0,3.0,3.0,6.0,24.0,1310.0,1.0,1310.0,0.0,1310.0,3.0,1.0,4.0,5.0,2005.0,3.0,2.0,400.0,0.0,7.0,1.0,0.0,0.0,0.0,164990
403,60.0,10200.0,5.0,8.0,1940.0,1997.0,2.0,3.0,3.0,1.0,1.0,0.0,672.0,1.0,672.0,0.0,672.0,2.0,0.0,0.0,2.0,1940.0,1.0,1.0,240.0,0.0,8.0,1.0,0.0,0.0,0.0,108000
404,93.0,12090.0,8.0,5.0,1998.0,1998.0,3.0,4.0,3.0,1.0,1.0,0.0,1141.0,1.0,1165.0,1098.0,2263.0,3.0,1.0,3.0,6.0,1998.0,3.0,2.0,420.0,123.0,7.0,1.0,0.0,0.0,0.0,258000
405,0.0,10364.0,6.0,5.0,1995.0,1996.0,2.0,4.0,3.0,1.0,1.0,0.0,806.0,1.0,806.0,766.0,1572.0,2.0,1.0,3.0,6.0,1995.0,3.0,2.0,373.0,40.0,5.0,1.0,0.0,0.0,0.0,168000
406,0.0,9991.0,4.0,4.0,1976.0,1993.0,2.0,3.0,3.0,1.0,4.0,1116.0,1281.0,1.0,1620.0,0.0,1620.0,2.0,1.0,3.0,5.0,1993.0,1.0,2.0,490.0,78.0,6.0,1.0,0.0,0.0,0.0,150000
407,51.0,10480.0,6.0,5.0,1936.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,1064.0,1.0,1166.0,0.0,1639.0,2.0,0.0,0.0,2.0,1936.0,1.0,1.0,240.0,0.0,3.0,1.0,0.0,0.0,0.0,115000
408,63.0,15576.0,6.0,7.0,1915.0,1976.0,2.0,4.0,3.0,1.0,1.0,0.0,840.0,1.0,840.0,840.0,1680.0,2.0,0.0,0.0,5.0,1960.0,1.0,1.0,308.0,0.0,3.0,1.0,1.0,0.0,0.0,177000
409,109.0,14154.0,7.0,5.0,2006.0,2006.0,3.0,5.0,4.0,1.0,1.0,0.0,1063.0,1.0,1071.0,1101.0,2172.0,3.0,1.0,4.0,5.0,2006.0,2.0,3.0,947.0,62.0,8.0,1.0,0.0,0.0,0.0,280000
410,85.0,10800.0,8.0,5.0,2007.0,2008.0,3.0,5.0,3.0,1.0,6.0,789.0,1034.0,1.0,1050.0,1028.0,2078.0,4.0,1.0,4.0,5.0,2008.0,3.0,3.0,836.0,102.0,4.0,0.0,0.0,0.0,0.0,339750
411,68.0,9571.0,5.0,3.0,1958.0,1958.0,2.0,3.0,2.0,1.0,1.0,0.0,1276.0,1.0,1276.0,0.0,1276.0,2.0,0.0,0.0,5.0,1958.0,1.0,1.0,350.0,0.0,6.0,1.0,0.0,0.0,0.0,60000
412,100.0,34650.0,5.0,5.0,1955.0,1955.0,2.0,3.0,3.0,2.0,3.0,1056.0,1056.0,0.0,1056.0,0.0,1056.0,2.0,0.0,0.0,5.0,1955.0,3.0,2.0,572.0,0.0,1.0,1.0,0.0,0.0,0.0,145000
413,0.0,4403.0,7.0,5.0,2009.0,2009.0,4.0,5.0,3.0,3.0,6.0,578.0,1470.0,1.0,1478.0,0.0,1478.0,3.0,1.0,4.0,5.0,2009.0,3.0,2.0,484.0,144.0,6.0,0.0,0.0,0.0,0.0,222000
414,56.0,8960.0,5.0,6.0,1927.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,1008.0,1.0,1028.0,0.0,1028.0,2.0,1.0,4.0,2.0,1927.0,1.0,2.0,360.0,0.0,3.0,0.0,0.0,0.0,0.0,115000
415,59.0,11228.0,7.0,5.0,1993.0,1993.0,3.0,4.0,3.0,1.0,4.0,50.0,1080.0,1.0,1080.0,1017.0,2097.0,3.0,1.0,3.0,5.0,1993.0,1.0,3.0,678.0,187.0,12.0,1.0,0.0,0.0,0.0,228000
416,73.0,8899.0,7.0,5.0,2007.0,2007.0,3.0,4.0,3.0,3.0,6.0,24.0,1340.0,1.0,1340.0,0.0,1340.0,3.0,0.0,0.0,5.0,2007.0,3.0,2.0,396.0,30.0,8.0,1.0,0.0,0.0,0.0,181134
417,74.0,7844.0,6.0,7.0,1978.0,1978.0,2.0,3.0,3.0,1.0,5.0,209.0,672.0,1.0,672.0,728.0,1400.0,2.0,1.0,3.0,5.0,1978.0,3.0,2.0,440.0,0.0,3.0,1.0,0.0,0.0,0.0,149500
418,86.0,22420.0,6.0,6.0,1918.0,1950.0,2.0,4.0,3.0,1.0,4.0,1128.0,1370.0,0.0,1370.0,1254.0,2624.0,2.0,1.0,4.0,2.0,1918.0,1.0,3.0,864.0,0.0,11.0,1.0,1.0,0.0,0.0,239000
419,60.0,8160.0,5.0,6.0,1940.0,1950.0,2.0,3.0,3.0,1.0,5.0,312.0,756.0,0.0,756.0,378.0,1134.0,2.0,0.0,0.0,2.0,1940.0,1.0,1.0,240.0,0.0,4.0,1.0,0.0,0.0,0.0,126000
420,65.0,8450.0,5.0,6.0,1968.0,1968.0,2.0,3.0,3.0,1.0,4.0,775.0,1056.0,1.0,1056.0,0.0,1056.0,2.0,1.0,2.0,5.0,1968.0,1.0,1.0,304.0,85.0,7.0,1.0,0.0,0.0,0.0,142000
421,78.0,7060.0,7.0,5.0,1997.0,1998.0,2.0,4.0,4.0,4.0,6.0,1309.0,1344.0,1.0,1344.0,0.0,1344.0,2.0,0.0,0.0,5.0,1997.0,3.0,4.0,784.0,0.0,11.0,0.0,0.0,0.0,0.0,206300
422,0.0,16635.0,6.0,7.0,1977.0,2000.0,3.0,4.0,3.0,1.0,5.0,1246.0,1602.0,1.0,1602.0,0.0,1602.0,3.0,1.0,3.0,5.0,1977.0,3.0,2.0,529.0,0.0,6.0,1.0,0.0,0.0,0.0,215000
423,100.0,21750.0,5.0,5.0,1954.0,1954.0,2.0,3.0,3.0,1.0,1.0,0.0,988.0,1.0,988.0,0.0,988.0,2.0,0.0,0.0,5.0,1954.0,2.0,2.0,520.0,0.0,2.0,1.0,0.0,0.0,0.0,113000
424,80.0,9200.0,8.0,5.0,1998.0,1998.0,3.0,4.0,3.0,1.0,6.0,986.0,1470.0,1.0,1470.0,1160.0,2630.0,3.0,1.0,3.0,5.0,1998.0,3.0,3.0,696.0,66.0,6.0,1.0,0.0,0.0,0.0,315000
425,72.0,9000.0,6.0,5.0,1956.0,1956.0,2.0,4.0,3.0,1.0,2.0,616.0,1196.0,1.0,1196.0,0.0,1196.0,2.0,1.0,4.0,5.0,1956.0,2.0,1.0,297.0,44.0,5.0,1.0,0.0,0.0,0.0,139000
426,60.0,3378.0,7.0,8.0,1946.0,1992.0,2.0,3.0,3.0,1.0,1.0,0.0,651.0,1.0,707.0,682.0,1389.0,2.0,2.0,4.0,2.0,1947.0,1.0,1.0,240.0,0.0,9.0,0.0,0.0,0.0,0.0,135000
427,0.0,12800.0,7.0,5.0,1989.0,1989.0,3.0,4.0,3.0,4.0,6.0,1518.0,1518.0,1.0,1644.0,0.0,1644.0,3.0,1.0,3.0,5.0,1989.0,3.0,2.0,569.0,0.0,8.0,1.0,0.0,0.0,0.0,275000
428,77.0,8593.0,4.0,6.0,1957.0,1957.0,2.0,3.0,3.0,1.0,3.0,288.0,907.0,1.0,907.0,0.0,907.0,2.0,0.0,0.0,2.0,1964.0,1.0,1.0,352.0,0.0,7.0,1.0,0.0,0.0,0.0,109008
429,64.0,6762.0,7.0,5.0,2007.0,2007.0,3.0,4.0,3.0,1.0,6.0,664.0,1208.0,1.0,1208.0,0.0,1208.0,3.0,0.0,0.0,5.0,2007.0,2.0,2.0,628.0,54.0,9.0,1.0,0.0,0.0,0.0,195400
430,130.0,11457.0,6.0,5.0,1988.0,1988.0,2.0,4.0,3.0,2.0,6.0,1005.0,1392.0,1.0,1412.0,0.0,1412.0,3.0,1.0,3.0,5.0,1988.0,1.0,2.0,576.0,0.0,3.0,1.0,0.0,0.0,0.0,175000
431,21.0,1680.0,6.0,5.0,1971.0,1971.0,2.0,3.0,3.0,1.0,5.0,387.0,483.0,1.0,483.0,504.0,987.0,2.0,0.0,0.0,2.0,1971.0,1.0,1.0,264.0,0.0,7.0,0.0,0.0,0.0,0.0,85400
432,60.0,5586.0,6.0,7.0,1920.0,1998.0,2.0,3.0,3.0,1.0,1.0,0.0,901.0,1.0,1088.0,110.0,1198.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,9.0,0.0,0.0,0.0,0.0,79900
433,24.0,1920.0,5.0,5.0,1971.0,1971.0,2.0,3.0,3.0,1.0,5.0,471.0,765.0,1.0,765.0,600.0,1365.0,2.0,0.0,0.0,2.0,1971.0,1.0,2.0,440.0,36.0,8.0,0.0,0.0,0.0,0.0,122500
434,100.0,10839.0,6.0,5.0,1997.0,1998.0,2.0,4.0,3.0,1.0,1.0,0.0,926.0,1.0,926.0,678.0,1604.0,2.0,1.0,3.0,5.0,1997.0,3.0,2.0,470.0,36.0,7.0,1.0,0.0,0.0,0.0,181000
435,21.0,1890.0,4.0,7.0,1972.0,1972.0,2.0,4.0,3.0,3.0,5.0,495.0,630.0,1.0,630.0,0.0,630.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,81000
436,43.0,10667.0,7.0,6.0,1996.0,1996.0,3.0,4.0,3.0,3.0,6.0,385.0,799.0,1.0,827.0,834.0,1661.0,3.0,1.0,3.0,5.0,1996.0,2.0,2.0,550.0,61.0,4.0,1.0,0.0,0.0,0.0,212000
437,40.0,4400.0,6.0,8.0,1920.0,1950.0,2.0,2.0,3.0,1.0,1.0,0.0,648.0,1.0,734.0,384.0,1118.0,2.0,0.0,0.0,2.0,1990.0,1.0,2.0,440.0,0.0,10.0,0.0,0.0,0.0,0.0,116000
438,50.0,6000.0,6.0,7.0,1926.0,2004.0,3.0,3.0,3.0,1.0,1.0,0.0,884.0,1.0,904.0,0.0,904.0,2.0,0.0,0.0,2.0,1926.0,1.0,1.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,119000
439,40.0,4280.0,5.0,6.0,1913.0,2002.0,2.0,3.0,3.0,1.0,2.0,365.0,440.0,0.0,694.0,0.0,694.0,3.0,1.0,4.0,2.0,1990.0,1.0,1.0,352.0,0.0,3.0,1.0,1.0,0.0,0.0,90350
440,67.0,12354.0,6.0,8.0,1920.0,2000.0,2.0,3.0,2.0,2.0,1.0,0.0,684.0,1.0,684.0,512.0,1196.0,3.0,0.0,0.0,2.0,2005.0,1.0,2.0,528.0,46.0,8.0,1.0,0.0,0.0,0.0,110000
441,105.0,15431.0,10.0,5.0,2008.0,2008.0,4.0,5.0,3.0,4.0,6.0,1767.0,3094.0,1.0,2402.0,0.0,2402.0,4.0,2.0,4.0,5.0,2008.0,3.0,3.0,672.0,72.0,4.0,1.0,0.0,0.0,0.0,555000
442,92.0,12108.0,4.0,4.0,1955.0,1955.0,2.0,3.0,3.0,1.0,5.0,133.0,1440.0,0.0,1440.0,0.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,118000
443,52.0,6240.0,5.0,7.0,1930.0,1992.0,2.0,3.0,3.0,1.0,1.0,0.0,1078.0,1.0,1128.0,445.0,1573.0,2.0,1.0,4.0,2.0,1930.0,1.0,2.0,360.0,0.0,6.0,0.0,0.0,0.0,0.0,162900
444,53.0,3922.0,7.0,5.0,2006.0,2007.0,3.0,5.0,3.0,3.0,1.0,0.0,1258.0,1.0,1258.0,0.0,1258.0,3.0,1.0,4.0,5.0,2007.0,3.0,3.0,648.0,16.0,6.0,1.0,0.0,0.0,0.0,172500
445,70.0,8750.0,7.0,5.0,1994.0,1995.0,3.0,4.0,3.0,1.0,6.0,642.0,915.0,1.0,933.0,975.0,1908.0,3.0,1.0,3.0,5.0,1994.0,1.0,2.0,493.0,133.0,7.0,1.0,0.0,0.0,0.0,210000
446,73.0,9855.0,6.0,5.0,1956.0,1956.0,2.0,3.0,3.0,1.0,1.0,0.0,1436.0,1.0,1689.0,0.0,1689.0,2.0,1.0,4.0,5.0,1956.0,1.0,2.0,480.0,0.0,11.0,1.0,0.0,0.0,0.0,127500
447,137.0,16492.0,6.0,6.0,1966.0,2002.0,3.0,3.0,3.0,1.0,5.0,247.0,1517.0,1.0,1888.0,0.0,1888.0,3.0,1.0,4.0,5.0,1966.0,3.0,2.0,578.0,0.0,6.0,1.0,0.0,0.0,0.0,190000
448,0.0,11214.0,7.0,5.0,1998.0,1999.0,3.0,4.0,3.0,1.0,1.0,0.0,930.0,1.0,956.0,930.0,1886.0,3.0,1.0,3.0,5.0,1998.0,3.0,2.0,431.0,0.0,7.0,1.0,0.0,0.0,0.0,199900
449,50.0,8600.0,6.0,6.0,1937.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,780.0,1.0,780.0,596.0,1376.0,2.0,1.0,4.0,2.0,1937.0,1.0,1.0,198.0,0.0,6.0,0.0,0.0,0.0,0.0,119500
450,50.0,6000.0,3.0,7.0,1948.0,2002.0,2.0,3.0,3.0,1.0,5.0,331.0,649.0,1.0,679.0,504.0,1183.0,2.0,0.0,0.0,2.0,1981.0,1.0,1.0,308.0,176.0,6.0,0.0,0.0,0.0,0.0,120000
451,70.0,5684.0,6.0,8.0,1930.0,2005.0,2.0,3.0,3.0,1.0,1.0,0.0,813.0,1.0,813.0,0.0,813.0,3.0,0.0,0.0,2.0,1932.0,1.0,1.0,270.0,113.0,6.0,0.0,0.0,0.0,0.0,110000
452,62.0,70761.0,7.0,5.0,1975.0,1975.0,2.0,4.0,3.0,4.0,5.0,655.0,1533.0,1.0,1533.0,0.0,1533.0,3.0,2.0,3.0,5.0,1975.0,1.0,2.0,576.0,54.0,12.0,1.0,0.0,0.0,0.0,280000
453,0.0,9303.0,6.0,5.0,1996.0,1997.0,3.0,5.0,3.0,1.0,5.0,742.0,872.0,1.0,888.0,868.0,1756.0,2.0,0.0,0.0,5.0,1996.0,3.0,2.0,422.0,122.0,7.0,1.0,0.0,0.0,0.0,204000
454,75.0,9000.0,8.0,5.0,2008.0,2008.0,3.0,4.0,3.0,1.0,1.0,0.0,768.0,1.0,786.0,804.0,1590.0,3.0,0.0,0.0,5.0,2008.0,2.0,2.0,676.0,30.0,6.0,0.0,0.0,0.0,0.0,210000
455,63.0,9297.0,5.0,5.0,1976.0,1976.0,2.0,3.0,3.0,1.0,5.0,1606.0,1728.0,1.0,1728.0,0.0,1728.0,2.0,0.0,0.0,2.0,1976.0,1.0,2.0,560.0,0.0,7.0,1.0,0.0,0.0,0.0,188000
456,80.0,9600.0,7.0,6.0,1973.0,1973.0,2.0,3.0,3.0,1.0,5.0,916.0,1242.0,1.0,1242.0,0.0,1242.0,2.0,1.0,3.0,5.0,1973.0,1.0,2.0,528.0,0.0,9.0,1.0,0.0,0.0,0.0,175500
457,34.0,4571.0,5.0,5.0,1916.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,624.0,0.0,624.0,720.0,1344.0,2.0,0.0,0.0,2.0,1916.0,1.0,3.0,513.0,0.0,5.0,0.0,0.0,0.0,0.0,98000
458,0.0,53227.0,4.0,6.0,1954.0,1994.0,2.0,4.0,3.0,4.0,4.0,1116.0,1364.0,1.0,1663.0,0.0,1663.0,3.0,2.0,4.0,5.0,1954.0,3.0,2.0,529.0,137.0,3.0,1.0,0.0,0.0,0.0,256000
459,0.0,5100.0,8.0,7.0,1925.0,1996.0,2.0,3.0,3.0,1.0,1.0,0.0,588.0,1.0,833.0,833.0,1666.0,3.0,1.0,4.0,2.0,1925.0,1.0,1.0,228.0,63.0,6.0,0.0,0.0,0.0,0.0,161000
460,0.0,7015.0,5.0,4.0,1950.0,1950.0,2.0,3.0,3.0,1.0,2.0,185.0,709.0,1.0,979.0,224.0,1203.0,3.0,1.0,3.0,2.0,1950.0,1.0,1.0,352.0,0.0,7.0,1.0,0.0,0.0,0.0,110000
461,75.0,8004.0,8.0,5.0,2009.0,2009.0,3.0,4.0,3.0,1.0,6.0,544.0,832.0,1.0,832.0,1103.0,1935.0,2.0,0.0,0.0,6.0,2009.0,3.0,2.0,552.0,150.0,12.0,0.0,0.0,0.0,0.0,263435
462,60.0,7200.0,7.0,9.0,1936.0,2007.0,3.0,4.0,4.0,1.0,5.0,350.0,560.0,1.0,575.0,560.0,1135.0,3.0,0.0,0.0,2.0,1971.0,2.0,2.0,576.0,0.0,4.0,1.0,0.0,0.0,0.0,155000
463,60.0,8281.0,5.0,5.0,1965.0,1965.0,2.0,3.0,3.0,1.0,3.0,553.0,864.0,1.0,864.0,0.0,864.0,2.0,1.0,1.0,2.0,1965.0,1.0,1.0,360.0,0.0,12.0,1.0,0.0,0.0,0.0,62383
464,74.0,11988.0,6.0,7.0,1934.0,1995.0,2.0,3.0,3.0,1.0,2.0,326.0,715.0,1.0,849.0,811.0,1660.0,2.0,1.0,4.0,2.0,1939.0,1.0,1.0,240.0,0.0,8.0,1.0,1.0,0.0,0.0,188700
465,60.0,8430.0,5.0,5.0,1978.0,1978.0,2.0,4.0,3.0,1.0,3.0,616.0,1040.0,1.0,1040.0,0.0,1040.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,124000
466,0.0,3072.0,7.0,5.0,2004.0,2004.0,3.0,4.0,3.0,1.0,1.0,0.0,1375.0,1.0,1414.0,0.0,1414.0,3.0,1.0,3.0,5.0,2004.0,3.0,2.0,398.0,20.0,5.0,0.0,0.0,0.0,0.0,178740
467,85.0,10628.0,7.0,5.0,1970.0,1970.0,2.0,3.0,4.0,4.0,6.0,778.0,1277.0,1.0,1277.0,0.0,1277.0,2.0,1.0,1.0,5.0,1970.0,1.0,2.0,526.0,0.0,4.0,1.0,0.0,0.0,0.0,167000
468,79.0,9480.0,5.0,7.0,1942.0,1995.0,2.0,3.0,3.0,1.0,2.0,386.0,728.0,1.0,888.0,756.0,1644.0,3.0,2.0,4.0,5.0,1942.0,1.0,1.0,312.0,0.0,6.0,1.0,0.0,0.0,0.0,146500
469,98.0,11428.0,8.0,5.0,2006.0,2006.0,3.0,4.0,3.0,1.0,1.0,0.0,1626.0,1.0,1634.0,0.0,1634.0,3.0,1.0,4.0,5.0,2006.0,2.0,3.0,866.0,44.0,5.0,1.0,0.0,0.0,0.0,250000
470,76.0,9291.0,6.0,5.0,1993.0,1993.0,3.0,4.0,3.0,1.0,6.0,426.0,832.0,1.0,832.0,878.0,1710.0,3.0,0.0,0.0,5.0,1993.0,2.0,2.0,506.0,70.0,6.0,1.0,0.0,0.0,0.0,187000
471,0.0,6820.0,8.0,5.0,1985.0,1985.0,3.0,4.0,3.0,3.0,6.0,368.0,1488.0,1.0,1502.0,0.0,1502.0,3.0,0.0,0.0,5.0,1985.0,2.0,2.0,528.0,54.0,6.0,1.0,0.0,0.0,0.0,212000
472,92.0,11952.0,7.0,6.0,1977.0,1977.0,2.0,4.0,3.0,1.0,1.0,0.0,808.0,1.0,1161.0,808.0,1969.0,2.0,1.0,4.0,5.0,1977.0,2.0,2.0,534.0,0.0,11.0,1.0,0.0,0.0,0.0,190000
473,35.0,3675.0,6.0,5.0,2005.0,2005.0,2.0,4.0,3.0,4.0,6.0,459.0,547.0,1.0,1072.0,0.0,1072.0,2.0,0.0,0.0,3.0,2005.0,2.0,2.0,525.0,28.0,6.0,0.0,0.0,0.0,0.0,148000
474,110.0,14977.0,8.0,5.0,2006.0,2007.0,3.0,5.0,3.0,4.0,6.0,1350.0,1976.0,1.0,1976.0,0.0,1976.0,3.0,1.0,5.0,5.0,2006.0,2.0,3.0,908.0,63.0,7.0,1.0,0.0,0.0,0.0,440000
475,41.0,5330.0,8.0,5.0,2000.0,2000.0,3.0,4.0,3.0,3.0,6.0,1196.0,1494.0,1.0,1652.0,0.0,1652.0,4.0,0.0,0.0,5.0,2000.0,2.0,2.0,499.0,48.0,8.0,1.0,0.0,0.0,0.0,251000
476,80.0,8480.0,5.0,6.0,1963.0,1963.0,2.0,3.0,3.0,1.0,6.0,630.0,970.0,1.0,970.0,0.0,970.0,2.0,0.0,0.0,2.0,1996.0,1.0,2.0,624.0,24.0,7.0,1.0,0.0,0.0,0.0,132500
477,75.0,13125.0,6.0,5.0,1997.0,1998.0,2.0,4.0,3.0,4.0,6.0,994.0,1478.0,1.0,1493.0,0.0,1493.0,3.0,1.0,3.0,5.0,1997.0,3.0,2.0,508.0,39.0,4.0,1.0,0.0,0.0,0.0,208900
478,105.0,13693.0,9.0,5.0,2006.0,2006.0,4.0,4.0,3.0,3.0,1.0,0.0,2153.0,1.0,2069.0,574.0,2643.0,4.0,1.0,4.0,6.0,2006.0,3.0,3.0,694.0,84.0,3.0,1.0,0.0,0.0,0.0,380000
479,79.0,10637.0,8.0,5.0,2007.0,2008.0,3.0,5.0,3.0,4.0,6.0,1288.0,1705.0,1.0,1718.0,0.0,1718.0,3.0,1.0,4.0,5.0,2007.0,2.0,3.0,826.0,44.0,9.0,1.0,0.0,0.0,0.0,297000
480,50.0,5925.0,4.0,7.0,1937.0,2000.0,2.0,2.0,3.0,1.0,3.0,168.0,907.0,1.0,1131.0,0.0,1131.0,2.0,0.0,0.0,2.0,1995.0,1.0,2.0,672.0,72.0,3.0,0.0,0.0,0.0,0.0,89471
481,98.0,16033.0,9.0,5.0,2004.0,2005.0,3.0,5.0,3.0,4.0,6.0,1261.0,1833.0,1.0,1850.0,0.0,1850.0,3.0,1.0,4.0,5.0,2004.0,3.0,3.0,772.0,112.0,3.0,1.0,0.0,0.0,0.0,326000
482,72.0,11846.0,9.0,5.0,2003.0,2004.0,3.0,5.0,3.0,4.0,6.0,1567.0,1792.0,1.0,1792.0,0.0,1792.0,4.0,1.0,4.0,5.0,2003.0,3.0,3.0,874.0,49.0,8.0,1.0,0.0,0.0,0.0,374000
483,50.0,2500.0,7.0,8.0,1915.0,2005.0,3.0,3.0,3.0,1.0,5.0,299.0,910.0,1.0,916.0,910.0,1826.0,4.0,1.0,4.0,5.0,1915.0,1.0,1.0,164.0,0.0,6.0,0.0,0.0,0.0,0.0,155000
484,32.0,4500.0,6.0,5.0,1998.0,1998.0,2.0,5.0,3.0,1.0,6.0,897.0,1216.0,1.0,1216.0,0.0,1216.0,2.0,0.0,0.0,5.0,1998.0,1.0,2.0,402.0,125.0,5.0,0.0,0.0,0.0,0.0,164000
485,0.0,7758.0,5.0,7.0,1962.0,2001.0,2.0,3.0,3.0,1.0,5.0,588.0,999.0,1.0,999.0,0.0,999.0,3.0,0.0,0.0,2.0,1963.0,1.0,1.0,264.0,132.0,3.0,1.0,0.0,0.0,0.0,132500
